,Corpus,Expression,Structure syntaxique,Fréquence,isMeSHTerm,MeSHID,MesH_prefLabel_fr,MesH_prefLabel_en,isTaxoTerm
60085,doctissimo,chose de chaud,NOM PRP ADJ,3,False,,,,False
60095,doctissimo,corps qu',NOM PRO:REL,7,False,,,,False
60112,doctissimo,sens impuissante,VER:pres ADJ,3,False,,,,False
60116,doctissimo,bonjourma fille,NOM NOM,4,False,,,,False
60118,doctissimo,médecin a diagnostiqué,NOM VER:pres VER:pper,4,False,,,,False
60120,doctissimo,journée qu',NOM PRO:REL,3,False,,,,False
60121,doctissimo,traitement qui marche,NOM PRO:REL VER:pres,5,False,,,,False
60122,doctissimo,infos url-remplacée,NOM VER:pper,3,False,,,,False
60124,doctissimo,genre de produit,NOM PRP NOM,11,False,,,,False
60144,doctissimo,crise d\'angoisse,NOM ADJ,9,False,,,,False
60146,doctissimo,histoire de faire,NOM PRP VER:infi,5,False,,,,False
60150,doctissimo,face au même problème,NOM PRP:det ADJ NOM,3,False,,,,False
60156,doctissimo,drôle de coïncidence,NOM PRP NOM,3,False,,,,False
60163,doctissimo,secret professionnel,NOM ADJ,5,True,D003219,Confidentialité,Confidentiality,False
60171,doctissimo,sentiment de perdre,NOM PRP VER:infi,3,False,,,,False
60176,doctissimo,fourmis dans les bras,NOM PRP DET:ART NOM,3,False,,,,False
60179,doctissimo,partie des effets,NOM PRP:det NOM,5,False,,,,False
60180,doctissimo,partie des effets secondaires,NOM PRP:det NOM ADJ,4,False,,,,False
60186,doctissimo,consommateur régulier,NOM ADJ,4,False,,,,False
60197,doctissimo,faire un autotest,VER:infi DET:ART NOM,3,False,,,,False
60198,doctissimo,termes de réduction,NOM PRP NOM,3,False,,,,False
60201,doctissimo,éviter de consommer,VER:infi PRP VER:infi,4,False,,,,False
60206,doctissimo,selles par jour,NOM PRP NOM,5,False,,,,False
60210,doctissimo,quasi normale,ADV ADJ,3,False,,,,False
60212,doctissimo,selles liquides,NOM ADJ,13,False,,,,True
60222,doctissimo,disparaitre au bout,VER:infi PRP:det NOM,5,False,,,,False
60233,doctissimo,devenu bleu,VER:pper ADJ,3,False,,,,False
60235,doctissimo,douleur testicule,NOM NOM,3,False,,,,False
60236,doctissimo,testicule droit,NOM ADJ,11,False,,,,False
60239,doctissimo,coup de scalpel,NOM PRP NOM,3,False,,,,False
60254,doctissimo,chlorure de magnésium,NOM PRP NOM,20,True,D015636,Chlorure de magnésium,Magnesium Chloride,False
60255,doctissimo,tendance à prendre,NOM PRP VER:infi,3,False,,,,False
60258,doctissimo,monter la tension,VER:infi DET:ART NOM,3,False,,,,False
60271,doctissimo,médecins donne,NOM VER:pres,3,False,,,,False
60275,doctissimo,santé en général,NOM PRP NOM,6,False,,,,False
60280,doctissimo,boire abondamment,VER:infi ADV,3,False,,,,False
60284,doctissimo,gros points,ADJ NOM,3,False,,,,False
60291,doctissimo,ans de traitement,NOM PRP NOM,8,False,,,,False
60303,doctissimo,matin pour prendre,NOM PRP VER:infi,3,False,,,,False
60307,doctissimo,rdv chez le medecin,VER:pper PRP DET:ART NOM,3,False,,,,False
60314,doctissimo,semaine et demie,NOM KON ADJ,5,False,,,,False
60330,doctissimo,découverte d\'un,NOM ADJ,3,False,,,,False
60333,doctissimo,opération pour enlever,NOM PRP VER:infi,3,False,,,,True
60334,doctissimo,enlever la partie,VER:infi DET:ART NOM,3,False,,,,False
60339,doctissimo,ganglions atteints,NOM VER:pper,9,False,,,,False
60347,doctissimo,redonner de l'espoir,VER:infi PRP DET:ART NOM,3,False,,,,False
60351,doctissimo,manière régulière,NOM ADJ,10,False,,,,False
60352,doctissimo,considéré guéri,VER:pper VER:pper,3,False,,,,False
60354,doctissimo,séances de chimiothérapie,NOM PRP NOM,5,False,,,,False
60362,doctissimo,moment du diagnostic,NOM PRP:det NOM,5,False,,,,False
60364,doctissimo,souhaitant bon courage,VER:ppre ADJ NOM,3,False,,,,False
60366,doctissimo,déjà bon signe,ADV ADJ NOM,4,False,,,,False
60369,doctissimo,malheureusement attendre,ADV VER:infi,3,False,,,,False
60378,doctissimo,demain faire,ADV VER:infi,3,False,,,,False
60381,doctissimo,resté zen,VER:pper ADJ,3,False,,,,False
60390,doctissimo,prise de sang dans la semaine,NOM PRP NOM PRP DET:ART NOM,3,False,,,,False
60391,doctissimo,sang dans la semaine,NOM PRP DET:ART NOM,3,False,,,,False
60397,doctissimo,faire des bébés,VER:infi PRP:det NOM,4,False,,,,False
60410,doctissimo,témoignages rassurants,NOM ADJ,4,False,,,,False
60417,doctissimo,impossible pour le moment,ADJ PRP DET:ART NOM,3,False,,,,False
60418,doctissimo,problème de dosage,NOM PRP NOM,3,False,,,,False
60422,doctissimo,l-thyroxin henning,ADJ NOM,6,False,,,,False
60424,doctissimo,vieux temps,ADJ NOM,4,False,,,,False
60427,doctissimo,produits cosmétiques,NOM ADJ,6,True,D003358,Cosmétiques,Cosmetics,False
60429,doctissimo,sens fatiguée,VER:pres VER:pper,10,False,,,,False
60431,doctissimo,ancienne formule,ADJ NOM,7,False,,,,False
60436,doctissimo,..je viens,NAM VER:pres,3,False,,,,False
60451,doctissimo,magnifique témoignage,ADJ NOM,4,False,,,,False
60452,doctissimo,belle histoire,ADJ NOM,9,False,,,,False
60456,doctissimo,larmes coulent,NOM VER:pres,4,False,,,,False
60468,doctissimo,fac de medecine,NOM PRP NOM,3,False,,,,False
60473,doctissimo,envie pressante,NOM ADJ,6,False,,,,False
60480,doctissimo,faire un drame,VER:infi DET:ART NOM,3,False,,,,False
60483,doctissimo,temp en temp,NOM PRP NOM,7,False,,,,False
60488,doctissimo,cherche des conseils,VER:pres PRP:det NOM,3,False,,,,False
60503,doctissimo,opération de l'appendicite,NOM PRP DET:ART NOM,3,False,,,,False
60507,doctissimo,venu d'un coup,VER:pper PRP DET:ART NOM,3,False,,,,False
60514,doctissimo,infections virales,NOM ADJ,3,True,D014777,Maladies virales,Virus Diseases,False
60518,doctissimo,niveau des plaquettes,NOM PRP:det NOM,6,False,,,,False
60526,doctissimo,.gros bisous,ADJ NOM,10,False,,,,False
60528,doctissimo,prise de position,NOM PRP NOM,3,False,,,,False
60544,doctissimo,tard dans la soirée,ADV PRP DET:ART NOM,7,False,,,,False
60552,doctissimo,déjà adopté,ADV VER:pper,4,False,,,,False
60553,doctissimo,forums internet,NOM ADJ,3,False,,,,False
60555,doctissimo,d\'autres enfants,NOM NOM,8,False,,,,False
60568,doctissimo,année-là,NOM ADV,3,False,,,,False
60576,doctissimo,rdv psy,NOM ADJ,6,False,,,,False
60583,doctissimo,bonjour à tousvoilà,NOM PRP NOM,5,False,,,,False
60587,doctissimo,crises d\'épilepsie,NOM ADJ,5,False,,,,False
60596,doctissimo,niveau de stress,NOM PRP NOM,6,False,,,,False
60601,doctissimo,cata niveau,VER:simp NOM,3,False,,,,False
60603,doctissimo,mettre un débit,VER:infi DET:ART NOM,3,False,,,,False
60612,doctissimo,envie d'accoucher,NOM PRP VER:infi,5,False,,,,False
60621,doctissimo,c\'est plus compliqué,NOM ADV VER:pper,5,False,,,,False
60627,doctissimo,cocktail explosif,NOM ADJ,3,False,,,,False
60628,doctissimo,corps d\'une,NOM VER:pres,3,False,,,,False
60629,doctissimo,infirmière psy,NOM ADJ,3,False,,,,False
60645,doctissimo,j\'ai peur qu\'il,VER:simp NOM ADJ,3,False,,,,False
60652,doctissimo,peur qu\'on,NOM NOM,4,False,,,,False
60655,doctissimo,clinique psy,NOM ADJ,3,False,,,,False
60658,doctissimo,d\'avoir besoin,NOM NOM,3,False,,,,False
60675,doctissimo,sens soulagée,VER:pres VER:pper,3,False,,,,False
60676,doctissimo,prend forme,VER:pres NOM,3,False,,,,False
60680,doctissimo,jusqu\'au soir,NOM NOM,3,False,,,,False
60686,doctissimo,s\'en foutent,NOM VER:pres,5,False,,,,False
60692,doctissimo,dernière solution,ADJ NOM,5,False,,,,False
60694,doctissimo,donne des maux,VER:pres PRP:det NOM,6,False,,,,False
60702,doctissimo,trucs chimiques,NOM ADJ,3,False,,,,False
60706,doctissimo,faire un constat,VER:infi DET:ART NOM,3,False,,,,False
60708,doctissimo,pollution tabagique,NOM ADJ,3,True,D014028,Pollution par la fumée de tabac,Tobacco Smoke Pollution,False
60717,doctissimo,l\'air frais,VER:infi NOM,4,False,,,,False
60719,doctissimo,magasin de bricolage,NOM PRP NOM,5,False,,,,False
60721,doctissimo,linge humide,NOM ADJ,4,False,,,,False
60724,doctissimo,crise aigue,NOM ADJ,3,False,,,,False
60725,doctissimo,interdit de fumer,VER:pper PRP VER:infi,7,False,,,,False
60726,doctissimo,mise en danger,VER:pper PRP NOM,7,False,,,,False
60730,doctissimo,maladies respiratoires,NOM ADJ,3,True,D012140,Maladies de l'appareil respiratoire,Respiratory Tract Diseases,True
60734,doctissimo,odeur du tabac,NOM PRP:det NOM,3,False,,,,False
60736,doctissimo,tenter la fiv,VER:infi DET:ART NOM,4,False,,,,False
60737,doctissimo,kystes hémorragiques,NOM ADJ,3,False,,,,False
60738,doctissimo,règles très douloureuses,NOM ADV ADJ,5,False,,,,False
60762,doctissimo,revoir gygy,VER:infi NOM,4,False,,,,False
60766,doctissimo,traitement fiv,NOM ADJ,7,False,,,,False
60767,doctissimo,change grand,VER:pres ADJ,3,False,,,,False
60768,doctissimo,change grand chose,VER:pres ADJ NOM,3,False,,,,False
60774,doctissimo,nouvelle tentative,ADJ NOM,4,False,,,,False
60779,doctissimo,boutiques spécialisées,NOM VER:pper,3,False,,,,False
60780,doctissimo,produit pharmaceutique,NOM ADJ,3,False,,,,False
60785,doctissimo,gel de massage,NOM PRP NOM,3,False,,,,False
60788,doctissimo,vente par correspondance,NOM PRP NOM,3,True,D011177,Service postal,Postal Service,False
60790,doctissimo,produit très efficace,NOM ADV ADJ,4,False,,,,False
60793,doctissimo,bonjourma mère,NOM ADJ,3,False,,,,False
60802,doctissimo,rdv de contrôle,NOM PRP NOM,9,False,,,,False
60804,doctissimo,mets de la crème,VER:pres PRP DET:ART NOM,4,False,,,,False
60812,doctissimo,soir normalement,NOM ADV,4,False,,,,False
60813,doctissimo,grosse vis,ADJ VER:simp,3,False,,,,False
60817,doctissimo,intérieur du pied,ADJ PRP:det NOM,3,False,,,,False
60819,doctissimo,commencer à mettre,VER:infi PRP VER:infi,3,False,,,,False
60825,doctissimo,certainement faire,ADV VER:infi,3,False,,,,False
60830,doctissimo,poser le pied à terre,VER:infi DET:ART NOM PRP NOM,3,False,,,,False
60832,doctissimo,extérieur du pied,ADJ PRP:det NOM,3,False,,,,False
60833,doctissimo,descendue au bloc,VER:pper PRP:det NOM,3,False,,,,False
60838,doctissimo,.je retourne,NAM VER:pres,3,False,,,,False
60847,doctissimo,prise de sang pour vérifier,NOM PRP NOM PRP VER:infi,8,False,,,,False
60862,doctissimo,réussi à surmonter,VER:pper PRP VER:infi,3,False,,,,False
60865,doctissimo,respiration du bébé,NOM PRP:det NOM,3,False,,,,False
60866,doctissimo,nanny care,NOM ADJ,4,False,,,,False
60867,doctissimo,vraiment aidée,ADV VER:pper,4,False,,,,False
60881,doctissimo,crise d asthme,NOM VER:simp NOM,5,False,,,,False
60911,doctissimo,semaine de repos,NOM PRP NOM,4,False,,,,False
60934,doctissimo,valeurs de référence,NOM PRP NOM,4,True,D012016,Valeurs de référence,Reference Values,False
60937,doctissimo,stress accumulé,NOM VER:pper,3,False,,,,False
60943,doctissimo,commence petit,VER:pres ADJ,3,False,,,,False
60946,doctissimo,koh lanta,NOM VER:simp,4,False,,,,False
60950,doctissimo,petit tour à la mater,ADJ NOM PRP DET:ART NOM,3,False,,,,False
60951,doctissimo,tour à la mater,NOM PRP DET:ART NOM,4,False,,,,False
60954,doctissimo,marche doucement,NOM ADV,4,False,,,,False
60958,doctissimo,rdv d'hier,NOM PRP VER:infi,3,False,,,,False
60960,doctissimo,aller jusqu',NOM PRP,50,False,,,,False
60967,doctissimo,faire de gros bisous,VER:infi PRP ADJ NOM,3,False,,,,False
60980,doctissimo,bébé confort,NOM NOM,9,False,,,,False
60990,doctissimo,selles sont molles,NOM VER:pres ADJ,4,False,,,,False
60991,doctissimo,train de sortir,NOM PRP VER:infi,3,False,,,,False
60994,doctissimo,rentrer du boulot,VER:infi PRP:det NOM,3,False,,,,False
60996,doctissimo,..je dois,NAM VER:pres,3,False,,,,False
60997,doctissimo,coucou les fillesmon,NOM DET:ART NOM,3,False,,,,False
60999,doctissimo,bienbon courage,NOM NOM,4,False,,,,False
61002,doctissimo,j\'espere qu\'il,NOM NOM,3,False,,,,False
61003,doctissimo,post svp,NOM NOM,3,False,,,,False
61006,doctissimo,bcp de chose,NOM PRP NOM,6,False,,,,False
61028,doctissimo,cas présent,NOM ADJ,4,False,,,,False
61030,doctissimo,hésiter à demander,VER:infi PRP VER:infi,4,False,,,,False
61035,doctissimo,c\'est la fatigue,NOM DET:ART NOM,4,False,,,,False
61038,doctissimo,forte pression,ADJ NOM,6,False,,,,False
61042,doctissimo,masque facial,NOM ADJ,3,False,,,,False
61052,doctissimo,norme maxi,NOM ADV,3,False,,,,False
61053,doctissimo,résultats qu',NOM PRO:REL,5,False,,,,False
61054,doctissimo,durée moyenne,NOM ADJ,5,False,,,,False
61059,doctissimo,mettre le masque,VER:infi DET:ART NOM,5,False,,,,False
61066,doctissimo,espoir oui,NOM INT,3,False,,,,False
61073,doctissimo,école maternelle,NOM ADJ,9,True,D012578,École maternelle,"Schools, Nursery",False
61074,doctissimo,faute de moyens,NOM PRP NOM,3,False,,,,False
61087,doctissimo,pauvre loulou,ADJ NOM,6,False,,,,False
61090,doctissimo,chute dans les escaliers,NOM PRP DET:ART NOM,3,False,,,,False
61097,doctissimo,aller sur le pot,VER:infi PRP DET:ART NOM,3,False,,,,False
61110,doctissimo,pleins de jolis,ADJ PRP ADJ,3,False,,,,False
61113,doctissimo,centre sabouraud,NOM ADJ,5,False,,,,False
61121,doctissimo,rdv médecin,ADJ NOM,6,False,,,,False
61127,doctissimo,anti bactérien,VER:pper ADJ,3,False,,,,False
61134,doctissimo,détresse psychologique,NOM ADJ,3,False,,,,True
61135,doctissimo,arranger les choses,VER:infi DET:ART NOM,8,False,,,,False
61137,doctissimo,droit de sortir,NOM PRP VER:infi,3,False,,,,False
61138,doctissimo,durer des années,VER:infi PRP:det NOM,4,False,,,,False
61141,doctissimo,bouteille de wisky,NOM PRP NOM,3,False,,,,False
61153,doctissimo,c\'est de l\'amour,NOM PRP NOM,3,False,,,,False
61172,doctissimo,rester optimiste,VER:infi ADJ,3,False,,,,False
61176,doctissimo,c\'est gentil,NOM ADJ,5,False,,,,False
61185,doctissimo,meilleure journée,ADJ NOM,6,False,,,,False
61187,doctissimo,jours de répit,NOM PRP NOM,4,False,,,,False
61192,doctissimo,passage à vide,NOM PRP NOM,3,False,,,,False
61195,doctissimo,dégourdir les jambes,VER:infi DET:ART NOM,3,False,,,,False
61197,doctissimo,fracture du poignet,NOM PRP:det NOM,3,False,,,,False
61206,doctissimo,grosse crainte,ADJ NOM,3,False,,,,False
61211,doctissimo,propre mère,ADJ NOM,4,False,,,,False
61213,doctissimo,mois j\'ai commencé,NOM VER:simp VER:pper,3,False,,,,False
61220,doctissimo,spasmes au niveau,NOM PRP:det NOM,3,False,,,,False
61227,doctissimo,ressentir des symptômes,VER:infi PRP:det NOM,5,False,,,,False
61231,doctissimo,douleurs ressenties,NOM VER:pper,3,False,,,,False
61238,doctissimo,remercie bcp,VER:pres NOM,3,False,,,,False
61243,doctissimo,genre de discours,NOM PRP NOM,4,False,,,,False
61248,doctissimo,petit coup de gueule,ADJ NOM PRP NOM,3,False,,,,False
61250,doctissimo,coup de gueule du jour,NOM PRP NOM PRP:det NOM,3,False,,,,False
61251,doctissimo,gueule du jour,NOM PRP:det NOM,3,False,,,,False
61255,doctissimo,l\'argile verte,NOM ADJ,3,False,,,,False
61259,doctissimo,heureux d\'avoir,ADJ NOM,3,False,,,,False
61277,doctissimo,diminué de moitié,VER:pper PRP NOM,3,False,,,,False
61292,doctissimo,atteinte digestive,NOM ADJ,4,False,,,,False
61293,doctissimo,chimio thérapie,ADJ NOM,3,False,,,,False
61300,doctissimo,choses différemment,NOM ADV,4,False,,,,False
61301,doctissimo,tête baissée,NOM VER:pper,3,False,,,,False
61306,doctissimo,dents de scie,NOM PRP NOM,4,False,,,,False
61307,doctissimo,garder à l'esprit,VER:infi PRP DET:ART NOM,10,False,,,,False
61312,doctissimo,saleté de maladie,NOM PRP NOM,7,False,,,,False
61329,doctissimo,.je mets,NAM VER:pres,6,False,,,,False
61342,doctissimo,nouvelle gynéco,ADJ NOM,3,False,,,,False
61352,doctissimo,perdu de la masse,VER:pper PRP DET:ART NOM,3,False,,,,False
61353,doctissimo,masse osseuse,NOM ADJ,4,False,,,,False
61357,doctissimo,partir d\'un,VER:infi ADJ,5,False,,,,False
61368,doctissimo,prenez bien soin,VER:pres ADV NOM,5,False,,,,False
61414,doctissimo,longues balades,ADJ NOM,3,False,,,,False
61424,doctissimo,petite poche,ADJ NOM,4,False,,,,False
61427,doctissimo,petit bout de choux,ADJ NOM PRP NOM,3,False,,,,False
61429,doctissimo,opération en urgence,NOM PRP NOM,3,False,,,,False
61430,doctissimo,poche de colostomie,NOM PRP NOM,3,False,,,,False
61436,doctissimo,opérer pour enlever,VER:infi PRP VER:infi,3,False,,,,False
61444,doctissimo,durs moments,ADJ NOM,3,False,,,,False
61449,doctissimo,bonheur d'être maman,NOM PRP VER:infi NOM,4,False,,,,False
61452,doctissimo,multitude de symptômes,NOM PRP NOM,3,False,,,,False
61457,doctissimo,pleins de pensées,ADJ PRP NOM,3,False,,,,False
61461,doctissimo,érection constante,NOM ADJ,3,False,,,,False
61463,doctissimo,tenter de trouver,VER:infi PRP VER:infi,7,False,,,,False
61464,doctissimo,fréquence des rapports,NOM PRP:det NOM,3,False,,,,False
61470,doctissimo,venant d\'un,VER:ppre ADJ,3,False,,,,False
61472,doctissimo,sensation d\'un,NOM ADJ,6,False,,,,False
61482,doctissimo,ressentir du plaisir,VER:infi PRP:det NOM,4,False,,,,False
61489,doctissimo,éjaculateur précoce,ADJ ADJ,5,False,,,,False
61495,doctissimo,vraiment d'intérêt,ADV PRP NOM,3,False,,,,False
61497,doctissimo,besoin d'un petit,NOM PRP DET:ART ADJ,4,False,,,,False
61502,doctissimo,tour lol,NOM ADJ,4,False,,,,False
61512,doctissimo,sangle abdominale,NOM ADJ,7,True,D000009,Muscles abdominaux,Abdominal Muscles,False
61525,doctissimo,dernière petite,ADJ ADJ,6,False,,,,False
61526,doctissimo,dernière petite question,ADJ ADJ NOM,3,False,,,,False
61544,doctissimo,sensation de poids,NOM PRP NOM,3,False,,,,False
61552,doctissimo,pleins de chose,ADJ PRP NOM,3,False,,,,False
61553,doctissimo,envie lol,VER:pres NOM,3,False,,,,False
61558,doctissimo,lever la tête,VER:infi DET:ART NOM,3,False,,,,False
61560,doctissimo,moitié de la nuit,NOM PRP DET:ART NOM,3,False,,,,False
61565,doctissimo,c\'est un bébé,NOM DET:ART NOM,5,False,,,,False
61568,doctissimo,tours de lit,NOM PRP NOM,5,False,,,,False
61581,doctissimo,faire une recap,VER:infi DET:ART NOM,4,False,,,,False
61604,doctissimo,chatte chloé,NOM ADJ,3,False,,,,False
61610,doctissimo,cycle sous clomid,VER:pres PRP NOM,10,False,,,,False
61614,doctissimo,injection hcg,NOM ADJ,3,False,,,,False
61626,doctissimo,faire de la place,VER:infi PRP DET:ART NOM,3,False,,,,False
61631,doctissimo,passe dans la tête,VER:pres PRP DET:ART NOM,3,False,,,,False
61655,doctissimo,devient plus compliqué,VER:pres ADV VER:pper,3,False,,,,False
61656,doctissimo,polype cancéreux,NOM ADJ,3,False,,,,False
61657,doctissimo,principaux symptomes,ADJ NOM,4,False,,,,False
61662,doctissimo,diabétique type,ADJ NOM,6,False,,,,False
61663,doctissimo,traitement thyroïdien,NOM ADJ,4,False,,,,False
61666,doctissimo,peur de reprendre,NOM PRP VER:infi,3,False,,,,False
61673,doctissimo,également parlé,ADV VER:pper,5,False,,,,False
61679,doctissimo,contient de l'huile,VER:pres PRP DET:ART NOM,3,False,,,,False
61684,doctissimo,symptômes d'hypo,NOM PRP NOM,3,False,,,,False
61688,doctissimo,dosage de tsh,NOM PRP NOM,3,False,,,,False
61693,doctissimo,faire des nuits,VER:infi PRP:det NOM,5,False,,,,False
61694,doctissimo,thyroxine de sanofi,NOM PRP ADJ,3,False,,,,False
61698,doctissimo,normalement aprés,ADV ADJ,3,False,,,,False
61699,doctissimo,technique du citron,NOM PRP:det NOM,3,False,,,,False
61700,doctissimo,technique du citron et du vinaigre,NOM PRP:det NOM KON PRP:det NOM,3,False,,,,False
61701,doctissimo,verrues plantaires,NOM ADJ,4,False,,,,False
61710,doctissimo,pommade cochon,VER:pres NOM,9,False,,,,False
61711,doctissimo,verrue plantaire,NOM ADJ,3,False,,,,False
61714,doctissimo,papilloma virus,NOM NOM,3,False,,,,False
61715,doctissimo,bébé verrues,NOM NOM,3,False,,,,False
61726,doctissimo,scientifiquement prouvé,ADV VER:pper,4,False,,,,False
61729,doctissimo,magazine de la santé,NOM PRP DET:ART NOM,3,False,,,,False
61736,doctissimo,vrai j\'ai,ADJ VER:simp,3,False,,,,False
61739,doctissimo,petite fissure,ADJ NOM,6,False,,,,False
61743,doctissimo,m\'a prescris,NOM VER:pres,3,False,,,,False
61752,doctissimo,hémorroïde interne,NOM ADJ,3,False,,,,False
61772,doctissimo,bip bip,NOM NOM,4,False,,,,False
61775,doctissimo,essayer de regarder,VER:infi PRP VER:infi,4,False,,,,False
61776,doctissimo,l\'autre oeil,ADJ NOM,4,False,,,,False
61777,doctissimo,chirurgien décide,NOM VER:pres,3,False,,,,False
61787,doctissimo,j\'ai confiance,VER:simp NOM,3,False,,,,False
61790,doctissimo,petit défaut,ADJ NOM,5,False,,,,False
61791,doctissimo,sensibilité à la lumière,NOM PRP DET:ART NOM,4,True,D020795,Photophobie,Photophobia,True
61796,doctissimo,mois d\'attente,NOM ADJ,5,False,,,,False
61801,doctissimo,persuadée qu\'il,VER:pper NOM,3,False,,,,False
61803,doctissimo,médecin qui pratique,NOM PRO:REL VER:pres,4,False,,,,False
61804,doctissimo,mesures prises,NOM VER:pper,4,False,,,,False
61812,doctissimo,renseignée auprès,VER:pper ADV,5,False,,,,False
61814,doctissimo,lunettes pour lire,NOM PRP VER:infi,4,False,,,,False
61816,doctissimo,bonne épaisseur,ADJ NOM,3,False,,,,False
61824,doctissimo,âge limite,NOM NOM,4,False,,,,False
61826,doctissimo,devenir presbyte,VER:infi ADJ,3,False,,,,False
61839,doctissimo,courage de le faire,NOM PRP PRO:PER VER:infi,3,False,,,,False
61840,doctissimo,donner un rein,VER:infi DET:ART NOM,3,False,,,,False
61879,doctissimo,donner un rdv,VER:infi DET:ART NOM,5,False,,,,False
61895,doctissimo,mois de repos,NOM PRP NOM,6,False,,,,False
61917,doctissimo,vision floue,NOM ADJ,9,False,,,,False
61919,doctissimo,médecine française,NOM ADJ,3,False,,,,False
61926,doctissimo,nerf crural,NOM ADJ,6,True,D005267,Nerf fémoral,Femoral Nerve,False
61927,doctissimo,opérer d\'une,VER:infi ADJ,5,False,,,,False
61929,doctissimo,d\'une hernie inguinale,ADJ NOM ADJ,4,False,,,,False
61932,doctissimo,santé n\'a,NOM VER:simp,3,False,,,,False
61937,doctissimo,semaine post,NOM ADJ,6,False,,,,False
61939,doctissimo,douleurs normales,NOM ADJ,3,False,,,,False
61940,doctissimo,oppression thoracique,NOM ADJ,3,False,,,,False
61943,doctissimo,mal à déglutir,NOM PRP VER:infi,4,False,,,,False
61950,doctissimo,conseil vivement,NOM ADV,4,False,,,,False
61972,doctissimo,essayé de reprendre le sport,VER:pper PRP VER:infi DET:ART NOM,3,False,,,,False
61974,doctissimo,d\'une séance,ADJ NOM,6,False,,,,False
61992,doctissimo,chirurgien viscéral,NOM ADJ,3,False,,,,False
61998,doctissimo,-même petite,ADJ ADJ,3,False,,,,False
61999,doctissimo,pensé qu\'il,VER:pper NOM,6,False,,,,False
62001,doctissimo,tendance à penser,NOM PRP VER:infi,4,False,,,,False
62017,doctissimo,huile de germe,NOM PRP NOM,3,False,,,,False
62018,doctissimo,huile de germe de blé,NOM PRP NOM PRP NOM,3,False,,,,False
62020,doctissimo,persuadée d\'avoir,VER:pper NOM,4,False,,,,False
62037,doctissimo,maladie autoimmune,NOM ADJ,4,False,,,,False
62040,doctissimo,faire pour retrouver,VER:infi PRP VER:infi,3,False,,,,False
62052,doctissimo,émotion forte,NOM ADJ,3,False,,,,False
62058,doctissimo,langage sms,NOM NOM,5,False,,,,False
62069,doctissimo,linge froid,NOM ADJ,3,False,,,,False
62090,doctissimo,vie est devenu,NOM VER:pres VER:pper,4,False,,,,False
62094,doctissimo,solution à long,NOM PRP NOM,3,False,,,,False
62096,doctissimo,anti histaminique,NOM ADJ,3,False,,,,False
62098,doctissimo,periodes de stress,NOM PRP NOM,4,False,,,,False
62099,doctissimo,penser à mettre,VER:infi PRP VER:infi,4,False,,,,False
62106,doctissimo,urticaire au froid,NOM PRP:det NOM,3,False,,,,False
62110,doctissimo,moment du changement,NOM PRP:det NOM,3,False,,,,False
62120,doctissimo,vrai combat,ADJ NOM,3,False,,,,False
62121,doctissimo,changé de région,VER:pper PRP NOM,4,False,,,,False
62133,doctissimo,ete operer,NOM ADJ,8,False,,,,False
62140,doctissimo,tenter le diable,VER:infi DET:ART NOM,6,False,,,,False
62142,doctissimo,garde en tête,NOM PRP NOM,3,False,,,,False
62146,doctissimo,fille modèle,NOM NOM,3,False,,,,False
62153,doctissimo,qu'après coup,ADV PRP NOM,3,False,,,,False
62156,doctissimo,allen carr,ADJ NOM,4,False,,,,False
62160,doctissimo,facile facile,ADJ ADJ,4,False,,,,False
62164,doctissimo,passer l\'envie,VER:infi NOM,3,False,,,,False
62186,doctissimo,dors sur le ventre,VER:pres PRP DET:ART NOM,3,False,,,,False
62201,doctissimo,d\'autres filles,ADJ NOM,3,False,,,,False
62203,doctissimo,qu\'on pourra,NOM VER:futu,4,False,,,,False
62209,doctissimo,d\'une petite puce,ADJ ADJ NOM,4,False,,,,False
62211,doctissimo,habite à paris,VER:pres PRP NOM,5,False,,,,False
62215,doctissimo,agence immobilière,NOM ADJ,3,False,,,,False
62221,doctissimo,arreter la pillule,VER:infi DET:ART NOM,9,False,,,,False
62222,doctissimo,faire un blocage,VER:infi DET:ART NOM,4,False,,,,False
62232,doctissimo,c\'est enorme,NOM ADJ,3,False,,,,False
62245,doctissimo,immunisée contre la toxoplasmose,VER:pper PRP DET:ART NOM,4,False,,,,False
62248,doctissimo,prescrire de l'acide,VER:infi PRP DET:ART NOM,3,False,,,,False
62254,doctissimo,patienter ensemble,VER:infi ADV,3,False,,,,False
62266,doctissimo,pti conseil,ADJ NOM,3,False,,,,False
62271,doctissimo,visite medicale,NOM NOM,3,False,,,,False
62272,doctissimo,medecine du travail,NOM PRP:det NOM,5,False,,,,False
62281,doctissimo,conseil de faire,NOM PRP VER:infi,4,False,,,,False
62290,doctissimo,trou du cul,NOM PRP:det NOM,4,False,,,,False
62293,doctissimo,douleurs sont tjs,NOM VER:pres VER:pper,3,False,,,,False
62298,doctissimo,week end prochain,NOM VER:pres ADJ,11,False,,,,False
62311,doctissimo,idée précise,NOM ADJ,4,False,,,,False
62320,doctissimo,irm normal,NOM ADJ,4,False,,,,False
62327,doctissimo,infection ancienne,NOM ADJ,4,False,,,,False
62332,doctissimo,bébé évolue,NOM VER:pres,4,False,,,,False
62334,doctissimo,type de situation,NOM PRP NOM,3,False,,,,False
62339,doctissimo,peau fragile,NOM ADJ,5,False,,,,False
